question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
A-007-003-005;The driven element of a Yagi antenna is connected to a coaxial transmission line. The coax braid is connected to the centre of the driven element and the centre conductor is connected to a variable capacitor in series with an adjustable mechanical arrangement on one side of the driven element. The type of matching is:;gamma match;lambda match;T match;zeta match;L'élément alimenté d'une antenne Yagi est connecté à une ligne de transmission coaxiale. La tresse de la ligne coaxiale est connectée au centre de l'élément alimenté, et le conducteur central est connecté en série d'un côté de l'élément alimenté à un condensateur variable à l'aide d'un dispositif mécanique. Le type d'adaptation est :;gamma;lambda;en "T";zêta
A-007-003-006;A quarter-wave stub, for use at 15 MHz, is made from a coaxial cable having a velocity factor of 0.8. Its physical length will be:;4 m (13.1 ft);12 m (39.4 ft);8 m (26.2 ft);7.5 m (24.6 ft);Un adaptateur d'un quart de longueur d'onde, pour utilisation à 15 MHz, est fabriqué à partir d'un câble coaxial dont le facteur de vélocité est 0,8. Sa longueur physique sera de :;4 m (13,1 pieds);12 m (39,4 pieds);8 m (26,2 pieds);7,5 m (24,6 pieds)
A-007-003-007;The matching of a driven element with a single adjustable mechanical and capacitive arrangement is descriptive of:;a "gamma" match;a "T" match;an "omega" match;a "Y" match;L'adaptation d'un élément alimenté réalisée à l'aide d'un seul dispositif mécanique et capacitif réglable décrit une :;adaptation "gamma";adaptation en "T";adaptation "oméga";adaptation en "Y"
A-007-003-008;A Yagi antenna uses a gamma match. The coaxial braid connects to:;the centre of the driven element;the variable capacitor;the adjustable gamma rod;the centre of the reflector;Une antenne Yagi utilise une adaptation "gamma". La tresse de la ligne coaxiale est connectée :;au centre de l'élément alimenté;au condensateur variable;à la tige "gamma" réglable;au centre du réflecteur
A-007-003-009;A Yagi antenna uses a gamma match. The centre of the driven element connects to:;the coaxial line braid;the coaxial line centre conductor;the adjustable gamma rod;a variable capacitor;Une antenne Yagi utilise une adaptation "gamma". Le centre de l'élément alimenté est connecté :;à la tresse de la ligne coaxiale;au conducteur central de la ligne coaxiale;à la tige "gamma" réglable;au condensateur variable
A-007-003-010;A Yagi antenna uses a gamma match. The adjustable gamma rod connects to:;the variable capacitor;the coaxial line centre conductor;an adjustable point on the reflector;the centre of the driven element;Une antenne Yagi utilise une adaptation "gamma". La tige "gamma" réglable est connectée :;au condensateur variable;au conducteur central de la ligne coaxiale;à un point réglable du réflecteur;au centre de l'élément alimenté
A-007-003-011;A Yagi antenna uses a gamma match. The variable capacitor connects to the:;adjustable gamma rod;an adjustable point on the director;center of the driven element;coaxial line braid;Une antenne Yagi utilise une adaptation "gamma". Le condensateur variable est connecté :;à la tige "gamma" réglable;à un point réglable sur le directeur;au centre de l'élément alimenté;à la tresse de la ligne coaxiale
A-007-004-001;In a half-wave dipole, the distribution of _______ is highest at each end.;voltage;current;inductance;capacitance;Dans un dipôle demi-onde, la distribution __________ est la plus élevée à chaque extrémité.;de la tension;du courant;de l'inductance;de la capacité
A-007-004-002;In a half-wave dipole, the distribution of _______ is lowest at each end.;current;voltage;inductance;capacitance;Dans un dipôle demi-onde, la distribution ____________ est la plus faible à chaque extrémité.;du courant;de la tension;de l'inductance;de la capacité
A-007-004-003;The feed point in a centre-fed half-wave antenna is at the point of:;maximum current;minimum current;minimum voltage and current;maximum voltage;Le point d'alimentation d'une antenne demi-onde alimentée en son centre se situe à l'endroit où :;le courant est maximal;le courant est minimal;la tension et le courant sont minimaux;la tension est maximale
A-007-004-004;In a half-wave dipole, the lowest distribution of _________ occurs at the middle.;voltage;capacity;inductance;current;Dans un dipôle demi-onde, la distribution ____________ est la plus faible au centre.;de la tension;de la capacité;de l'inductance;du courant
A-007-004-005;In a half-wave dipole, the highest distribution of ________ occurs at the middle.;current;inductance;voltage;capacity;Dans un dipôle demi-onde, la distribution ___________ est la plus élevée au centre.;du courant;de l'inductance;de la tension;de la capacité
A-007-004-006;A half-wave dipole antenna is normally fed at the point where:;the current is maximum;the voltage is maximum;the resistance is maximum;the antenna is resonant;Une antenne dipôle demi-onde est normalement alimentée au point où :;le courant est maximal;la tension est maximale;la résistance est maximale;l'antenne est résonante
A-007-004-007;At the ends of a half-wave dipole:;voltage is high and current is low;voltage and current are both high;voltage and current are both low;voltage is low and current is high;Aux extrémités d'un dipôle :;la tension est élevée et le courant est faible;la tension et le courant sont tous les deux élevés;la tension et le courant sont tous les deux faibles;la tension est faible et le courant est élevé
A-007-004-008;The impedance of a half-wave antenna at its centre is low, because at this point:;voltage is low and current is high;voltage and current are both high;voltage and current are both low;voltage is high and current is low;L'impédance au centre d'une antenne demi-onde est faible, car :;la tension est faible et le courant est élevé;la tension et le courant sont élevés;la tension et le courant sont faibles;la tension est élevée et le courant est faible
A-007-004-009;In a half-wave dipole, where does minimum voltage occur?;The centre;At the right end;It is equal at all points;Both ends;Dans un dipôle demi-onde, où trouve-t-on la tension minimale?;Au centre;À l'extrémité droite;Elle est égale partout;Aux deux extrémités
A-007-004-010;In a half-wave dipole, where does the minimum current occur?;At both ends;At the centre;It is equal at all points;At the right end;Dans un dipôle demi-onde, où trouve-t-on le courant minimal?;Aux deux extrémités;Au centre;Il est égal partout;À  l'extrémité droite
A-007-004-011;In a half-wave dipole, where does the minimum impedance occur?;At the centre;It is the same at all points;At the right end;At both ends;Dans un dipôle demi-onde, où trouve-t-on l'impédance minimale?;Au centre;Elle est égale partout;À l'extrémité droite;Aux deux extrémités
A-007-005-001;What is meant by circularly polarized electromagnetic waves?;Waves with a rotating electric field;Waves with an electric field bent into circular shape;Waves that circle the earth;Waves produced by a circular loop antenna;Que veut-on dire par des ondes électromagnétiques polarisées circulairement?;Des ondes ayant un champ électrique en rotation;Des ondes dont le champ électrique se replie en forme circulaire;Des ondes qui circulent autour de la Terre;Des ondes produites par une antenne circulaire à boucles
A-007-005-002;What type of polarization is produced by crossed dipoles fed 90 degrees out of phase?;Circular polarization;Cross-polarization;Perpendicular polarization;None of the other answers, the two fields cancel out;Quel type de polarisation deux dipôles disposés en forme de croix produiront-ils si leurs alimentations sont déphasées de 90 degrés?;Une polarisation circulaire;Une transpolarisation ("cross-polarization");Une polarisation perpendiculaire;Aucune de ces réponses, les deux champs s'annulent
A-007-005-003;Which of these antennas does not produce circular polarization?;Loaded helical-wound antenna;Crossed dipoles fed 90 degrees out of phase;Lindenblad antenna;Axial-mode helical antenna;Laquelle de ces antennes ne produit pas une polarisation circulaire?;Antenne hélice radiale ("loaded helical-wound");Dipôles en croix alimentés avec déphasage de 90 degrés;Antenne Lindenblad;Antenne hélice axiale ("axial-mode helical")
A-007-005-004;On VHF/UHF frequencies, Doppler shift becomes of consequence on which type of communication?;Contact via satellite;Contact through a hilltop repeater;Simplex line-of-sight contact between hand-held transceivers;Contact with terrestrial mobile stations;Sur quel type de communication VHF et UHF le décalage Doppler ("Doppler shift") devient-il significatif?;Contact via un satellite;Contact via un répéteur sur une colline;Contact simplex entre portatifs en propagation à vue;Contact avec une station terrestre mobile
A-007-005-005;For VHF and UHF signals over a fixed path, what extra loss can be expected when linearly-polarized antennas are crossed-polarized (90 degrees)?;20 dB or more;3 dB;6 dB;10 dB;Sur un lien VHF/UHF avec antennes de polarisation linéaire entre points fixes, quelle est la perte supplémentaire provoquée par une transpolarisation ("cross-polarization") de 90 degrés?;20 dB ou plus;3 dB;6 dB;10 dB
